17,120
13,56
10,64
2,10
11,64
3,13
12,52
7,40
7,40
16,52
8,48
5,25
3,16
6,34
10,62
9,51
6,31
10,64
15,104
3,13
14,90
4,16
15,88
12,70
13,92
8,45
7,37
8,42
11,64
17,124
7,25
5,27
12,80
11,73
14,102
6,34
2,10
11,64
11,37
16,124
3,13
5,28
7,41
6,34
3,16
8,46
3,13
9,40
9,47
9,31
8,42
6,34
11,73
13,76
18,72
11,52
7,25
8,28
9,56
4,22
8,48
3,16
6,34
11,57
10,52
11,72
6,34
4,16
11,69
5,25
7,32
8,42
10,55
10,58
15,112
15,88
17,72
8,36
10,64
7,40
8,46
10,44
15,77
8,28
8,40
12,80
13,67
14,46
15,88
6,30
16,122
14,100
17,100
10,33
9,47
6,34
10,52
7,41
6,28
3,13
