26,324
23,194
5,81
18,262
22,210
3,40
23,302
26,288
25,297
26,325
13,199
12,179
9,182
12,209
11,130
18,263
21,312
27,288
25,253
10,102
13,209
8,97
5,111
9,176
19,268
8,55
21,201
17,247
20,207
21,282
16,222
10,110
13,223
23,288
5,28
11,168
2,22
6,136
13,169
6,72
2,25
17,252
18,173
20,269
21,197
9,187
11,207
11,193
11,198
3,27
10,185
25,271
18,155
9,134
5,123
14,194
11,113
22,302
14,178
6,73
16,248
17,254
2,22
22,280
22,258
8,95
19,264
25,275
4,49
8,157
6,122
5,69
9,109
10,163
5,53
10,203
21,262
27,325
17,246
6,62
5,110
10,199
2,14
18,257
8,84
23,302
3,22
13,164
26,311
3,26
19,274
18,239
15,228
11,78
17,118
14,151
9,180
7,104
24,315
29,322
